RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
227,15774393,Ch'ien,694.0,france,FEMALE,30.0,9,0.0,2,Yes,Yes,26960.31,N0,No,5,diamond,829
228,15676895,oenattaC,547.0,GERMANY,FEMALE,39.0,6,74596.15,3,Yes,Yes,85746.52,Yess,Yes,4,SILVR,790
229,15637753,O'Sullivan,751.0,GERMANY,M,50.0,2,19.0,1,Yes,No,77206.25,Yess,Yes,2,diamond,756
230,15605461,Lucas,594.0,GERMANY,FEMALE,29.0,3,130830.22,1,Yes,No,61048.53,N0,No,4, Gold ,873
231,15808473,Ringrose,673.0,france,M,72.0,1,0.0,2,No,Yes,111981.19,N0,No,3,SILVR,865
232,15627000,Freeman,610.0,france,M,40.0,0,0.0,2,Yes,No,62232.6,N0,No,5, Gold ,690
233,15787174,Sergeyev,512.0,france,FEMALE,37.0,1,0.0,2,No,Yes,156105.03,N0,No,4,Platinum,722
234,15723886,Fiore,767.0,GERMANY,M,20.0,3,119714.25,2,No,Yes,150135.38,N0,No,4,diamond,535
235,15704769,Smith,585.0,france,FEMALE,67.0,5,113978.97,2,No,Yes,93146.11,N0,No,5,SILVR,580
236,15772896,Dumetochukwu,763.0,GERMANY,M,42.0,6,100160.75,1,Yes,No,33462.94,Yess,Yes,3, Gold ,709
237,15711540,Pacheco,19.0,france,FEMALE,29.0,2,0.0,1,Yes,Yes,144375.0,N0,No,4, Gold ,930
238,15764866,Synnot,539.0,GERMANY,FEMALE,43.0,3,116220.5,3,Yes,No,55803.96,Yess,Yes,4,diamond,264
239,15794056,Johnston,799.0,france,FEMALE,46.0,2,0.0,3,Yes,No,89048.46,Yess,Yes,1,diamond,943
240,15795149,Stevens,703.0,france,M,28.0,2,81173.83,2,No,Yes,162812.16,N0,No,2,Platinum,388
241,15812009,Grant,662.0, spain ,M,38.0,4,0.0,2,Yes,No,136259.65,N0,No,5, Gold ,248
242,15651001,Tsao,725.0,GERMANY,FEMALE,39.0,5,116803.8,1,Yes,No,124052.97,N0,No,2, Gold ,763
243,15813844,Barnes,703.0,france,M,37.0,8,543.0,2,No,Yes,74158.8,N0,No,1,diamond,619
244,15596175,McIntosh,659.0,GERMANY,M,67.0,6,117411.6,1,Yes,Yes,45071.09,Yess,Yes,2,SILVR,815
245,15576269,Madison,523.0, spain ,M,34.0,7,0.0,2,Yes,No,62030.06,N0,No,4,diamond,566
246,15797219,Ifesinachi,635.0,france,FEMALE,40.0,10,123497.58,1,Yes,No,131953.23,Yess,Yes,5, Gold ,774
247,15685500,vokzalG,772.0,GERMANY,M,26.0,7,152400.51,2,Yes,No,79414.0,N0,No,1,Platinum,695
248,15599792,Dimauro,545.0,france,FEMALE,26.0,1,0.0,2,Yes,Yes,199638.56,N0,No,5,Platinum,902
249,15657566,Wieck,634.0,GERMANY,M,24.0,8,262.0,1,Yes,Yes,157577.29,N0,No,2, Gold ,799.0
250,15772423,Liao,739.0,GERMANY,M,54.0,8,126418.14,1,Yes,No,134420.75,Yess,Yes,2,diamond,718
251,15628112,Hughes,771.0,GERMANY,FEMALE,36.0,5,77846.9,1,No,No,99805.99,N0,No,5,Platinum,895
252,15753754,Morrison,587.0, spain ,FEMALE,34.0,1,0.0,2,Yes,Yes,97932.68,N0,No,4,diamond,749
253,15793726,Matveyeva,681.0,france,FEMALE,79.0,0,0.0,2,No,Yes,170968.99,N0,No,5,diamond,333
254,15694717,Ku,544.0,GERMANY,M,37.0,2,79731.91,1,Yes,Yes,57558.95,N0,No,4,diamond,866
255,15665834,Cheatham,696.0, spain ,M,28.0,8,0.0,1,No,No,176713.47,N0,No,3,SILVR,671
256,15765297,Yao,766.0, spain ,M,41.0,0,0.0,2,No,Yes,34283.23,N0,No,4, Gold ,670
257,15636684,Kirkland,727.0,france,M,34.0,10,0.0,2,Yes,Yes,198637.34,N0,No,4, Gold ,768
258,15592979,Rose,671.0,GERMANY,FEMALE,34.0,6,37266.67,2,No,No,156917.12,N0,No,3,SILVR,565
259,15750803,Jess,101.0,france,FEMALE,30.0,6,127992.25,1,Yes,Yes,50457.2,N0,No,1,SILVR,483
260,15607178,Welch,101.0,GERMANY,M,38.0,3,54901.01,1,Yes,Yes,140075.55,N0,No,2, Gold ,926
261,15713853,Ifeajuna,799.0,GERMANY,M,42.0,9,108748.08,2,Yes,Yes,65323.11,N0,No,1,diamond,932
262,15673481,Morton,726.0, spain ,FEMALE,48.0,6,99906.19,1,Yes,No,64323.24,N0,No,4,diamond,901
263,15686776,Rossi,101.0,france,FEMALE,32.0,6,184686.41,2,Yes,No,14956.44,N0,No,3, Gold ,299
264,15673693,Reppert,,france,FEMALE,26.0,0,110654.02,1,No,Yes,111879.21,N0,No,2,Platinum,899
265,15700696,Kang,738.0, spain ,M,31.0,9,79019.8,1,Yes,Yes,18606.23,N0,No,4,Platinum,467
266,15813163,Ch'iu,531.0, spain ,FEMALE,36.0,9,99240.51,1,Yes,No,123137.01,N0,No,1,Platinum,717
267,15653857,Wallis,498.0,france,M,34.0,2,0.0,2,Yes,Yes,148528.24,N0,No,1,diamond,549
268,15777076,Clark,651.0,france,M,36.0,7,0.0,2,Yes,No,13898.31,N0,No,1, Gold ,545
269,15717398,Fielding,799.0, spain ,FEMALE,39.0,7,0.0,1,No,No,81259.25,Yess,Yes,2, Gold ,716
270,15799217,Zetticci,791.0,GERMANY,FEMALE,35.0,7,52436.2,1,Yes,No,161051.75,N0,No,2,SILVR,650
271,15787071,Dulhunty,650.0, spain ,M,41.0,9,0.0,2,No,Yes,191599.67,N0,No,4,Platinum,693
272,15619955,Bevington,733.0,GERMANY,M,34.0,3,799.0,3,Yes,No,48559.19,Yess,Yes,4,Platinum,759
273,15796505,Boyle,811.0,GERMANY,FEMALE,34.0,1,149297.19,2,Yes,Yes,186339.74,N0,No,2, Gold ,946
274,15725166,Newton,355.0,france,M,30.0,8,0.0,2,Yes,No,33159.37,N0,No,5, Gold ,402
275,15800116,Bowman,712.0,GERMANY,M,28.0,4,145605.44,1,No,Yes,93883.53,N0,No,3,Platinum,465
276,15758685,Dubinina,706.0, spain ,FEMALE,37.0,7,0.0,2,Yes,Yes,110899.3,N0,No,1, Gold ,799
277,15694456,Toscani,756.0,france,M,62.0,3,0.0,1,Yes,Yes,11199.04,Yess,Yes,3,SILVR,600
278,15767339,Chiazagomekpere,777.0,france,FEMALE,53.0,10,0.0,2,Yes,No,189992.97,N0,No,2,Platinum,262.0
279,15683562,Allen,646.0,france,M,35.0,6,84026.86,1,No,Yes,164255.69,N0,No,3,SILVR,635
280,15782210,K'ung,714.0,france,M,46.0,1,0.0,1,Yes,No,152167.79,Yess,Yes,2,Platinum,747
281,15668893,Wilsmore,782.0,france,M,39.0,8,0.0,2,Yes,Yes,33949.67,N0,No,3,Platinum,424
282,15669169,Hargreaves,775.0, spain ,M,29.0,10,0.0,2,Yes,Yes,68143.93,N0,No,2,diamond,913
283,15643024,Huang,479.0,GERMANY,M,35.0,4,355.0,1,Yes,Yes,47251.79,Yess,Yes,1, Gold ,751
284,15699389,Ch'ien,807.0,france,M,42.0,7,118274.71,1,Yes,Yes,25885.72,N0,No,3,diamond,899
285,15708608,Wallwork,799.0,france,FEMALE,22.0,8,174185.98,2,No,Yes,192633.85,N0,No,3,Platinum,219
286,15626144,Chu,675.0,france,M,40.0,7,113208.86,2,Yes,No,34577.36,N0,No,3,SILVR,587
287,15573112,Kang,799.0, spain ,M,29.0,5,103907.28,1,Yes,No,161229.84,N0,No,2,SILVR,861
288,15790678,Davidson,475.0,france,FEMALE,32.0,8,119023.28,1,Yes,No,100816.29,N0,No,1,Platinum,355.0
289,15727556,O'Donnell,744.0, spain ,FEMALE,26.0,5,166297.89,1,Yes,Yes,38.0,N0,No,1,Platinum,526
290,15697307,Nnachetam,588.0, spain ,M,34.0,10,0.0,2,Yes,No,79078.91,N0,No,2,Platinum,632
291,15652266,Chidiebele,703.0,GERMANY,M,42.0,9,63227.0,1,No,Yes,137316.32,N0,No,3,SILVR,301
292,15607098,demhA,747.0, spain ,FEMALE,41.0,5,94521.17,2,Yes,No,194926.86,N0,No,1,diamond,806
293,15655774,Booth,543.0,france,M,27.0,7,0.0,2,Yes,No,51285.49,N0,No,1,Platinum,250
294,15590241,Chuang,750.0, spain ,FEMALE,34.0,9,112822.26,1,No,No,150401.53,Yess,Yes,2,Platinum,563
295,15785819,Shao,355.0,france,M,38.0,3,0.0,2,Yes,Yes,112491.96,N0,No,1,diamond,861
296,15723654,Tsao,773.0,france,M,25.0,2,135903.33,1,Yes,No,73656.38,N0,No,4,Platinum,790
297,15774510,Tien,714.0,france,FEMALE,31.0,4,125169.26,1,Yes,Yes,106636.89,N0,No,3,Platinum,669
298,15684173,Chang,687.0, spain ,FEMALE,19.0,7,0.0,3,Yes,No,155853.52,Yess,Yes,2,SILVR,336
299,15650068,Johnson,511.0,france,M,58.0,0,149117.31,1,Yes,Yes,162599.51,N0,No,1, Gold ,517
300,15811490,French,627.0,france,M,33.0,5,0.0,2,Yes,Yes,103737.82,N0,No,4,Platinum,499
301,15803976,Efremov,694.0,france,FEMALE,799.0,10,0.0,2,Yes,No,160990.27,N0,No,3,SILVR,673
302,15682541,Hartley,616.0, spain ,FEMALE,36.0,6,132311.71,1,No,No,15462.84,N0,No,2,SILVR,268
303,15695699,Calabrese,687.0,france,M,,8,0.0,2,Yes,No,10334.05,N0,No,5,Platinum,809
304,15624188,Chiu,712.0,france,FEMALE,33.0,6,0.0,2,Yes,Yes,190686.16,N0,No,5, Gold ,543.0
305,15812191,Brennan,799.0,france,M,33.0,4,118082.89,1,No,No,94440.45,N0,No,4,SILVR,221
306,15636673,Onwuatuegwu,19.0,france,M,31.0,1,119266.69,1,Yes,Yes,262.0,N0,No,2,SILVR,730
307,15594898,Hewitt,731.0,france,M,543.0,2,0.0,1,Yes,Yes,170034.95,Yess,Yes,2,diamond,777
308,15660211,Shih,629.0,GERMANY,M,35.0,7,156847.29,2,Yes,No,31824.29,N0,No,4,SILVR,19.0
309,15773972,Balashov,614.0,france,M,50.0,4,137104.47,1,Yes,No,127166.49,Yess,Yes,1,diamond,958
310,15746726,Doyle,438.0,GERMANY,M,543.0,8,78398.69,1,Yes,No,44937.01,N0,No,4,Platinum,809
311,15712287,Pokrovskii,652.0,france,FEMALE,80.0,4,0.0,2,Yes,Yes,188603.07,N0,No,1, Gold ,662
312,15702919,Collins,729.0,GERMANY,M,30.0,6,63669.42,1,Yes,No,145111.37,N0,No,2, Gold ,484
313,15674398,Russo,642.0,france,M,38.0,3,38.0,2,No,No,171463.83,N0,No,2, Gold ,737
314,15797960,Skinner,806.0,GERMANY,FEMALE,59.0,0,135296.33,1,Yes,No,182822.5,N0,No,1,SILVR,486
315,15631868,Robertson,744.0, spain ,M,36.0,2,153804.44,1,Yes,Yes,87213.33,N0,No,3,SILVR,252
316,15581539,Atkinson,474.0, spain ,M,37.0,3,0.0,2,No,No,57175.32,N0,No,4,SILVR,275
317,15662736,Doyle,559.0,france,M,49.0,2,147069.78,1,Yes,No,120540.83,Yess,Yes,1,diamond,245
318,15666252,Ritchie,706.0, spain ,M,42.0,9,0.0,2,Yes,Yes,28714.34,N0,No,4,Platinum,361
319,15677512,McEncroe,628.0, spain ,FEMALE,22.0,3,0.0,1,Yes,No,85426.28,N0,No,4,diamond,483
320,15626114,Pearson,429.0,france,M,24.0,4,95741.75,1,Yes,No,46170.75,N0,No,2, Gold ,352
321,15810834,Gordon,525.0, spain ,FEMALE,57.0,2,145965.33,1,Yes,Yes,64448.36,N0,No,5,Platinum,337
322,15678910,Ts'ai,680.0,france,FEMALE,30.0,8,141441.75,1,Yes,Yes,16278.97,N0,No,1,SILVR,38.0
323,15694408,Lung,749.0,france,M,40.0,1,139290.41,1,Yes,No,182855.42,Yess,Yes,1,SILVR,381
324,15585215,Yuan,763.0,france,FEMALE,355.0,4,0.0,2,No,No,50404.72,N0,No,3,Platinum,668
325,15682757,Pardey,734.0,france,M,30.0,3,0.0,2,Yes,No,107640.25,N0,No,4,diamond,38.0
326,15736601,Tai,716.0,france,M,35.0,4,144428.87,1,Yes,No,134132.65,N0,No,2,Platinum,495
327,15601848,Scott,355.0,france,M,35.0,2,0.0,2,Yes,No,103480.69,N0,No,4,diamond,378
328,15736008,Hunter,543.0,france,FEMALE,46.0,9,355.0,1,Yes,No,108761.05,Yess,Yes,1,SILVR,568
329,15669064,Mazzanti,671.0,GERMANY,M,35.0,1,144848.74,1,Yes,Yes,179012.3,N0,No,5,Platinum,731
330,15624528,L?,664.0,GERMANY,M,26.0,7,116244.14,2,Yes,Yes,95145.14,N0,No,2, Gold ,837
331,15598493,Beach,656.0,france,M,50.0,7,19.0,2,No,Yes,72143.44,N0,No,1, Gold ,829
332,15601274,Hsieh,667.0, spain ,FEMALE,40.0,1,146502.07,1,Yes,No,19162.89,N0,No,3,diamond,230
333,15702669,Faulkner,663.0,GERMANY,M,44.0,2,117028.6,2,No,Yes,144680.18,N0,No,4,diamond,919
334,15728669,Knowles,584.0,GERMANY,FEMALE,30.0,8,112013.81,1,Yes,No,177772.03,Yess,Yes,4,Platinum,641
335,15742668,Day,626.0, spain ,FEMALE,37.0,6,108269.37,1,Yes,No,5597.94,N0,No,2,diamond,457
336,15697441,Hsueh,485.0,france,M,29.0,7,182123.79,1,Yes,No,116828.51,Yess,Yes,4, Gold ,583
337,15740476,Tsao,659.0,GERMANY,FEMALE,32.0,3,150923.74,2,No,Yes,174652.51,N0,No,2,Platinum,849
338,15648064,Kennedy,649.0,france,M,33.0,2,0.0,2,Yes,No,2010.98,N0,No,3,diamond,720
339,15636624,Nwabugwu,805.0, spain ,FEMALE,39.0,5,165272.13,1,Yes,No,14109.85,Yess,Yes,3,SILVR,317
340,15807923,Young,799.0,GERMANY,FEMALE,,10,115301.31,1,Yes,No,43527.4,Yess,Yes,5,diamond,465
341,15745844,Kerr,642.0,GERMANY,FEMALE,40.0,6,129502.49,2,No,Yes,86099.23,Yess,Yes,4, Gold ,269
342,15786170,Tien,659.0,france,M,31.0,4,118342.26,1,No,No,161574.19,N0,No,3,SILVR,391
343,15681081,Marrero,545.0, spain ,FEMALE,47.0,5,0.0,2,Yes,Yes,38970.14,N0,No,4,Platinum,373
344,15684484,White,543.0,france,M,22.0,8,0.0,2,No,No,127587.22,N0,No,3,Platinum,38.0
345,15785869,Pisano,718.0,france,FEMALE,25.0,7,0.0,2,Yes,No,30380.12,N0,No,2,Platinum,237
346,15763859,Brown,543.0,france,FEMALE,43.0,7,0.0,2,Yes,No,90908.95,N0,No,2,SILVR,645
347,15658935,Freeman,630.0,GERMANY,FEMALE,543.0,9,106937.05,2,Yes,No,138275.01,N0,No,3,SILVR,624
348,15747358,Russell,643.0,GERMANY,M,59.0,3,170331.37,1,Yes,Yes,32171.79,N0,No,5,Platinum,838
349,15735203,Seleznyov,654.0,GERMANY,FEMALE,32.0,1,114510.85,1,Yes,Yes,126143.23,N0,No,4, Gold ,224
350,15576256,Yusupova,582.0,france,M,39.0,5,0.0,2,Yes,Yes,129892.93,N0,No,4,diamond,343
351,15659420,Foley,659.0, spain ,M,32.0,3,107594.11,2,Yes,Yes,102416.84,N0,No,3,diamond,683
352,15593365,Shih,762.0, spain ,M,39.0,2,81273.13,1,Yes,Yes,18719.67,N0,No,5, Gold ,929
353,15777352,Ikedinachukwu,568.0, spain ,FEMALE,32.0,7,169399.6,1,Yes,No,61936.22,N0,No,4,Platinum,234
354,15812007,Power,670.0, spain ,M,25.0,6,0.0,2,Yes,Yes,78358.94,N0,No,3,diamond,723
355,15625461,Amos,613.0,france,FEMALE,45.0,1,187841.99,2,Yes,Yes,147224.27,N0,No,1,Platinum,482
356,15739438,Reed,539.0,france,M,30.0,0,0.0,2,Yes,No,160979.66,N0,No,4,diamond,231
357,15611759,Simmons,850.0, spain ,FEMALE,57.0,8,126776.3,2,Yes,Yes,132298.49,N0,No,3, Gold ,244
358,15661629,Ricci,522.0, spain ,M,34.0,9,,1,Yes,No,174248.52,Yess,Yes,3, Gold ,973
359,15633950,Yen,737.0,france,M,41.0,1,101960.74,1,Yes,Yes,123547.28,N0,No,5,SILVR,463
360,15592386,Campbell,520.0,france,M,58.0,3,0.0,2,No,Yes,32790.02,N0,No,5,diamond,253
361,15803716,West,706.0, spain ,M,101.0,3,0.0,2,No,Yes,181543.67,N0,No,3,SILVR,241
362,15696674,Robinson,643.0,GERMANY,FEMALE,45.0,2,150842.93,1,No,Yes,2319.96,Yess,Yes,5,Platinum,537
363,15706365,Bianchi,648.0,france,FEMALE,50.0,9,102535.57,1,Yes,Yes,189543.19,N0,No,5,diamond,101.0
364,15745088,Chen,443.0,GERMANY,FEMALE,29.0,9,99027.61,2,Yes,No,10940.4,N0,No,5,Platinum,390
365,15676715,Madukaego,640.0,france,M,68.0,9,0.0,2,Yes,Yes,199493.38,N0,No,4,Platinum,763
366,15613085,Ibrahimova,628.0, spain ,FEMALE,33.0,3,0.0,1,Yes,Yes,188193.25,N0,No,4, Gold ,240
367,15633537,Nolan,540.0,GERMANY,FEMALE,42.0,9,87271.41,2,Yes,No,172572.64,N0,No,1,Platinum,978
368,15594720,Scott,460.0,GERMANY,FEMALE,35.0,8,102742.91,2,Yes,Yes,189339.6,N0,No,5,diamond,366
369,15684042,Blair,,GERMANY,M,34.0,2,40105.51,2,No,Yes,53512.16,N0,No,3,diamond,356
370,15583303,Monaldo,593.0,france,FEMALE,29.0,2,152265.43,1,Yes,No,34004.44,N0,No,1,SILVR,907
371,15611579,Sutherland,801.0, spain ,M,42.0,4,141947.67,1,Yes,Yes,10598.29,N0,No,3,SILVR,687
372,15774696,Cole,640.0,GERMANY,FEMALE,75.0,1,106307.91,2,No,Yes,113428.77,N0,No,2,Platinum,703
373,15694506,Briggs,611.0,GERMANY,M,31.0,0,107884.81,2,Yes,Yes,183487.98,N0,No,2,diamond,388
374,15688074,Gregory,802.0,GERMANY,M,31.0,1,125013.72,1,Yes,Yes,187658.09,N0,No,2,diamond,579
375,15759537,Bianchi,717.0,GERMANY,M,262.0,7,58469.37,2,Yes,Yes,172459.39,N0,No,2, Gold ,793
376,15758449,Angelo,769.0,france,FEMALE,39.0,8,0.0,1,No,Yes,21016.0,N0,No,3, Gold ,262.0
377,15583456,Gardiner,745.0,GERMANY,M,45.0,10,117231.63,3,Yes,Yes,122381.02,Yess,Yes,2, Gold ,291
378,15667871,Kerr,19.0, spain ,M,35.0,4,152390.26,1,Yes,No,128123.66,N0,No,4, Gold ,951
379,15677371,Ko,629.0, spain ,FEMALE,30.0,2,34013.63,1,Yes,No,19570.63,N0,No,2,diamond,952
380,15629677,Distefano,687.0, spain ,FEMALE,39.0,2,0.0,3,No,No,188150.6,Yess,Yes,2, Gold ,616
381,15713578,Farrell,101.0,france,FEMALE,50.0,9,0.0,2,Yes,Yes,111020.24,N0,No,5,SILVR,706
382,15591509,Milano,690.0,france,M,36.0,7,101583.11,2,Yes,No,123775.15,N0,No,2,diamond,423
383,15568240,Ting,492.0,GERMANY,FEMALE,30.0,10,77168.87,2,No,Yes,146700.22,N0,No,5, Gold ,552
384,15622993,Boyd,709.0,GERMANY,M,28.0,8,124695.72,2,Yes,No,145251.35,N0,No,3,diamond,665
385,15689294,Onyemaechi,705.0,GERMANY,M,44.0,3,105934.96,1,Yes,No,82463.69,N0,No,3,Platinum,351
386,15720910,Black,560.0,france,FEMALE,19.0,9,0.0,1,Yes,Yes,15928.49,N0,No,3,diamond,906
387,15721181,Oliver,611.0, spain ,M,,6,0.0,2,Yes,No,45886.33,N0,No,4,diamond,406
388,15776433,Greco,730.0, spain ,M,62.0,2,0.0,2,Yes,Yes,186489.95,N0,No,4, Gold ,594
389,15748936,Whitehead,709.0, spain ,FEMALE,45.0,2,355.0,2,No,Yes,162922.65,N0,No,1,Platinum,815
390,15717225,Ikemefuna,544.0,france,FEMALE,21.0,10,543.0,2,Yes,No,9262.77,N0,No,2,Platinum,458
391,15685226,Morrison,712.0,GERMANY,FEMALE,38.0,7,147199.07,1,Yes,Yes,84932.4,N0,No,3,SILVR,886
392,15785611,Onyeoruru,752.0,GERMANY,M,38.0,3,183102.29,1,Yes,Yes,71557.12,N0,No,3,SILVR,833
393,15573456,Cunningham,648.0, spain ,M,46.0,9,127209.0,2,Yes,No,77405.95,Yess,Yes,4, Gold ,932
394,15684548,Demidov,556.0, spain ,M,38.0,8,,2,No,No,19.0,Yess,Yes,3, Gold ,632
395,15620505,Celis,594.0, spain ,FEMALE,24.0,0,97378.54,1,Yes,Yes,71405.17,N0,No,2,diamond,431
396,15807432,Cheng,645.0,GERMANY,FEMALE,37.0,2,543.0,2,No,Yes,153400.24,N0,No,3,Platinum,739
397,15584766,Knight,557.0,france,M,33.0,3,54503.55,1,Yes,Yes,371.05,N0,No,5,SILVR,362
398,15612187,Morin,547.0,GERMANY,M,32.0,8,155726.85,1,Yes,No,67789.99,N0,No,2,SILVR,309
399,15762218,Mills,701.0,france,FEMALE,39.0,9,0.0,2,No,Yes,145894.9,N0,No,2, Gold ,513
400,15646372,Outhwaite,616.0,france,FEMALE,66.0,1,135842.41,1,Yes,No,183840.51,Yess,Yes,2,diamond,302
401,15690452,Tung,605.0,france,M,101.0,1,63349.75,1,Yes,No,108887.44,N0,No,2,diamond,437
402,15747795,Pai,593.0,GERMANY,FEMALE,38.0,4,19.0,1,Yes,Yes,154071.27,N0,No,5,SILVR,337
403,15781589,Carpenter,751.0, spain ,M,52.0,8,0.0,2,No,Yes,179291.85,N0,No,5,SILVR,629
404,15732674,Fennell,443.0, spain ,M,36.0,6,70438.01,2,No,Yes,56937.43,N0,No,4, Gold ,858
405,15642291,Fontaine,685.0,france,M,23.0,8,0.0,2,Yes,Yes,112239.03,N0,No,2,SILVR,543
406,15692761,Pratt,718.0,france,M,36.0,9,0.0,1,Yes,No,45909.87,N0,No,1,diamond,939
407,15578045,Mitchell,538.0, spain ,FEMALE,49.0,9,141434.04,1,No,No,173779.25,Yess,Yes,5, Gold ,797
408,15745354,Franklin,611.0, spain ,FEMALE,37.0,4,0.0,2,Yes,No,125696.26,N0,No,4,SILVR,629
409,15701376,K'ung,668.0,GERMANY,M,37.0,10,152958.29,2,Yes,Yes,159585.61,N0,No,2,SILVR,743
410,15691625,Ko,537.0,GERMANY,FEMALE,41.0,3,138306.34,1,Yes,No,106761.47,N0,No,5,diamond,767
411,15566594,McKenzie,709.0, spain ,M,23.0,10,0.0,2,No,No,129590.18,N0,No,2,SILVR,246
412,15760431,Pino,850.0,france,M,38.0,1,0.0,2,Yes,Yes,80006.65,N0,No,2,Platinum,480
413,15686302,Fisk,745.0, spain ,FEMALE,31.0,3,124328.84,1,Yes,Yes,140451.52,N0,No,5, Gold ,924
414,15801559,Chiang,693.0,GERMANY,FEMALE,41.0,9,181461.48,3,Yes,Yes,187929.43,Yess,Yes,3, Gold ,430
415,15810432,Moseley,795.0, spain ,M,35.0,8,0.0,2,Yes,No,167155.36,N0,No,2,diamond,708
416,15809616,Hsiung,101.0, spain ,M,101.0,8,0.0,2,No,No,191420.71,N0,No,4,Platinum,701
417,15720559,Heath,487.0,GERMANY,FEMALE,19.0,5,110368.03,1,No,No,11384.45,Yess,Yes,2,diamond,982
418,15695632,Dellucci,556.0,france,FEMALE,39.0,9,89588.35,1,Yes,Yes,94898.1,N0,No,1,diamond,827
419,15659843,Li,643.0,france,FEMALE,46.0,6,262.0,2,No,No,106781.59,N0,No,4,diamond,597
420,15615624,De Salis,19.0,france,FEMALE,28.0,6,0.0,2,No,No,159508.52,N0,No,1,diamond,468
421,15810418,T'ang,756.0,GERMANY,FEMALE,101.0,3,115924.89,1,Yes,No,93524.19,Yess,Yes,3,diamond,523
422,15716186,Richardson,586.0,france,FEMALE,38.0,2,0.0,2,Yes,No,87168.46,N0,No,2,SILVR,650
423,15674551,Fitch,535.0,GERMANY,M,40.0,7,111756.5,1,Yes,No,8128.32,Yess,Yes,2, Gold ,567
424,15622834,Stevenson,678.0,france,FEMALE,35.0,4,799.0,1,Yes,No,125518.32,N0,No,1,diamond,749
425,15566111,Estes,596.0,france,M,39.0,9,0.0,1,Yes,No,48963.59,N0,No,3,Platinum,390
426,15784597,Lattimore,648.0,france,M,26.0,9,162923.85,1,Yes,No,98368.24,N0,No,5, Gold ,922
427,15652883,Chung,492.0,GERMANY,M,39.0,10,124576.65,2,Yes,No,148584.61,N0,No,5, Gold ,543.0
428,15806964,Utz,702.0,france,M,45.0,0,80793.58,1,Yes,Yes,27474.81,N0,No,2,diamond,994
429,15576313,Wei,486.0,GERMANY,FEMALE,40.0,9,71340.09,1,Yes,No,76192.21,N0,No,4,Platinum,530
430,15806467,Boyle,568.0,GERMANY,M,40.0,1,99282.63,1,No,No,134600.94,Yess,Yes,2,SILVR,818
431,15597602,Nwachinemelu,619.0,GERMANY,M,57.0,3,137946.39,1,Yes,Yes,72467.99,Yess,Yes,5,Platinum,367
432,15743040,Kuznetsova,724.0,GERMANY,M,41.0,2,127892.57,2,No,Yes,199645.45,N0,No,4,diamond,393
433,15705521,Pisani,548.0,GERMANY,FEMALE,33.0,0,101084.36,1,Yes,No,42749.85,N0,No,5,diamond,860
434,15595039,Manna,545.0,GERMANY,FEMALE,37.0,8,114754.08,1,Yes,No,136050.44,Yess,Yes,5, Gold ,958
435,15799384,Collier,683.0,france,M,33.0,8,0.0,1,No,No,73564.44,N0,No,4,Platinum,576
436,15581197,Ricci,762.0,france,FEMALE,51.0,3,99286.98,1,No,Yes,85578.63,N0,No,5,SILVR,887
437,15693737,Carr,627.0,GERMANY,FEMALE,30.0,4,79871.02,2,Yes,No,129826.89,N0,No,4,diamond,396
438,15624623,Hs?,516.0,france,M,35.0,10,104088.59,2,No,No,119666.0,N0,No,1, Gold ,565
439,15783501,Findlay,800.0,france,FEMALE,38.0,2,101.0,2,Yes,No,68052.08,N0,No,3,SILVR,874
440,15690134,Hughes,464.0,GERMANY,FEMALE,42.0,3,19.0,1,Yes,Yes,164104.74,N0,No,3,SILVR,665
441,15782735,Chukwuemeka,626.0,france,FEMALE,35.0,3,0.0,1,No,No,80190.36,N0,No,5,SILVR,680
442,15611088,Genovese,790.0,france,FEMALE,31.0,9,0.0,2,Yes,No,84126.75,N0,No,1,diamond,319
443,15672145,Swift,534.0,france,FEMALE,34.0,7,121551.58,2,Yes,Yes,70179.0,N0,No,3,SILVR,351
444,15732628,Ugoji,101.0,france,M,46.0,2,122220.19,1,Yes,Yes,118024.1,N0,No,3,diamond,781
445,15787470,Parkinson,553.0, spain ,M,47.0,3,116528.15,1,No,No,145704.19,Yess,Yes,2,diamond,918
446,15803406,Ross,748.0,france,FEMALE,26.0,1,77780.29,1,No,Yes,183049.41,N0,No,3, Gold ,340
447,15730460,Oleary,101.0,france,M,37.0,2,0.0,1,No,No,120906.83,N0,No,4, Gold ,625
448,15644572,Turnbull,501.0,france,M,40.0,4,125832.2,1,Yes,Yes,100433.83,N0,No,3,diamond,923
449,15694860,Uspensky,675.0,france,FEMALE,38.0,6,68065.8,1,No,No,138777.0,Yess,Yes,5,Platinum,543
450,15658169,Cook,778.0, spain ,FEMALE,47.0,6,127299.34,2,Yes,No,124694.99,N0,No,2, Gold ,859
451,15794396,Newbold,494.0,GERMANY,FEMALE,38.0,7,174937.64,1,Yes,No,40084.32,N0,No,5, Gold ,794
452,15785798,Uchechukwu,850.0,france,M,40.0,9,543.0,2,No,Yes,119232.33,N0,No,2, Gold ,241
453,15710825,Ch'en,592.0, spain ,M,31.0,7,110071.1,1,No,No,43921.36,N0,No,3, Gold ,702
